attack_neptune,attack_normal,attack_satan,count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_srv_count,flag_S0,flag_SF,last_flag,logged_in,same_srv_rate,serror_rate,service_http
0,1,0,23,0.046052631578947366,0.5592105263157895,0.40789473684210525,5,0,0,PA,0,0.40789473684210525,0.0,1
0,1,0,24,0.0457516339869281,0.5555555555555556,0.4117647058823529,5,0,0,A,0,0.4117647058823529,0.0,1
0,1,0,25,0.045454545454545456,0.551948051948052,0.4155844155844156,5,0,0,A,0,0.4155844155844156,0.0,1
0,1,0,26,0.04516129032258064,0.5483870967741935,0.41935483870967744,5,0,0,A,0,0.41935483870967744,0.0,1
0,1,0,27,0.04487179487179487,0.5448717948717948,0.4230769230769231,5,0,0,A,0,0.4230769230769231,0.0,1
0,1,0,28,0.044585987261146494,0.5414012738853503,0.4267515923566879,5,0,0,A,0,0.4267515923566879,0.0,1
0,1,0,29,0.04430379746835443,0.5379746835443038,0.43037974683544306,5,0,0,A,0,0.43037974683544306,0.0,1
0,1,0,30,0.0440251572327044,0.5345911949685535,0.4339622641509434,5,0,0,A,0,0.4339622641509434,0.0,1
0,1,0,31,0.04375,0.53125,0.4375,5,0,0,A,0,0.4375,0.0,1
0,1,0,32,0.043478260869565216,0.5279503105590062,0.4409937888198758,5,0,0,A,0,0.4409937888198758,0.0,1
0,1,0,33,0.043209876543209874,0.5246913580246914,0.4444444444444444,5,0,0,A,0,0.4444444444444444,0.0,1
0,1,0,34,0.04294478527607362,0.5214723926380368,0.44785276073619634,5,0,0,PA,0,0.44785276073619634,0.0,1
0,1,0,86,0.042682926829268296,0.524390243902439,0.4451219512195122,5,0,0,A,0,0.4451219512195122,0.0,0
0,1,0,87,0.04242424242424243,0.5272727272727272,0.44242424242424244,5,0,0,A,0,0.44242424242424244,0.0,0
0,1,0,88,0.04216867469879518,0.5301204819277109,0.4397590361445783,5,0,0,A,0,0.4397590361445783,0.0,0
0,1,0,89,0.041916167664670656,0.5329341317365269,0.437125748502994,5,0,0,PA,0,0.437125748502994,0.0,0
0,1,0,35,0.041666666666666664,0.5297619047619048,0.44047619047619047,5,0,0,A,0,0.44047619047619047,0.0,1
0,1,0,90,0.04142011834319527,0.5325443786982249,0.4378698224852071,5,0,0,PA,0,0.4378698224852071,0.0,0
0,1,0,29,0.041176470588235294,0.5294117647058824,0.4411764705882353,5,0,0,PA,0,0.4411764705882353,0.0,1
0,1,0,91,0.04093567251461988,0.5321637426900585,0.43859649122807015,5,0,0,A,0,0.43859649122807015,0.0,0
0,1,0,92,0.040697674418604654,0.5348837209302325,0.436046511627907,5,0,0,PA,0,0.436046511627907,0.0,0
0,1,0,30,0.04046242774566474,0.5317919075144508,0.4393063583815029,5,0,0,PA,0,0.4393063583815029,0.0,1
0,1,0,93,0.040229885057471264,0.5344827586206896,0.4367816091954023,5,0,0,A,0,0.4367816091954023,0.0,0
0,1,0,2,0.04,0.5314285714285715,0.4342857142857143,5,0,0,,0,0.4342857142857143,0.0,0
0,1,0,94,0.03977272727272727,0.5340909090909091,0.4318181818181818,5,0,0,PA,0,0.4318181818181818,0.0,0
0,1,0,31,0.03954802259887006,0.5310734463276836,0.4350282485875706,5,0,0,PA,0,0.4350282485875706,0.0,1
0,1,0,95,0.03932584269662921,0.5337078651685393,0.43258426966292135,5,0,0,A,0,0.43258426966292135,0.0,0
0,1,0,96,0.03910614525139665,0.5363128491620112,0.4301675977653631,5,0,0,PA,0,0.4301675977653631,0.0,0
0,1,0,32,0.03888888888888889,0.5333333333333333,0.43333333333333335,5,0,0,PA,0,0.43333333333333335,0.0,1
0,1,0,97,0.03867403314917127,0.5359116022099447,0.430939226519337,5,0,0,A,0,0.430939226519337,0.0,0
0,1,0,3,0.038461538461538464,0.532967032967033,0.42857142857142855,5,0,0,,0,0.42857142857142855,0.0,0
0,1,0,36,0.03825136612021858,0.5300546448087432,0.43169398907103823,5,0,0,PA,0,0.43169398907103823,0.0,1
0,1,0,37,0.03804347826086957,0.5271739130434783,0.43478260869565216,5,0,0,A,0,0.43478260869565216,0.0,1
0,1,0,38,0.03783783783783784,0.5243243243243243,0.43783783783783786,5,0,0,A,0,0.43783783783783786,0.0,1
0,1,0,39,0.03763440860215054,0.521505376344086,0.44086021505376344,5,0,0,A,0,0.44086021505376344,0.0,1
0,1,0,40,0.0374331550802139,0.5187165775401069,0.44385026737967914,5,0,0,A,0,0.44385026737967914,0.0,1
0,1,0,41,0.03723404255319149,0.5159574468085106,0.44680851063829785,5,0,0,A,0,0.44680851063829785,0.0,1
0,1,0,42,0.037037037037037035,0.5132275132275133,0.4497354497354497,5,0,0,A,0,0.4497354497354497,0.0,1
0,1,0,43,0.03684210526315789,0.5105263157894737,0.45263157894736844,5,0,0,A,0,0.45263157894736844,0.0,1
0,1,0,44,0.03664921465968586,0.5078534031413613,0.45549738219895286,5,0,0,A,0,0.45549738219895286,0.0,1
0,1,0,45,0.036458333333333336,0.5052083333333334,0.4583333333333333,5,0,0,A,0,0.4583333333333333,0.0,1
0,1,0,46,0.03626943005181347,0.5025906735751295,0.46113989637305697,5,0,0,A,0,0.46113989637305697,0.0,1
0,1,0,47,0.03608247422680412,0.5,0.4639175257731959,5,0,0,A,0,0.4639175257731959,0.0,1
0,1,0,48,0.035897435897435895,0.49743589743589745,0.4666666666666667,5,0,0,PA,0,0.4666666666666667,0.0,1
0,1,0,49,0.03571428571428571,0.49489795918367346,0.46938775510204084,5,0,0,PA,0,0.46938775510204084,0.0,1
0,1,0,98,0.03553299492385787,0.49238578680203043,0.467005076142132,5,0,0,,0,0.467005076142132,0.0,0
0,1,0,99,0.03535353535353535,0.494949494949495,0.46464646464646464,5,0,0,A,0,0.46464646464646464,0.0,0
0,1,0,100,0.035175879396984924,0.49748743718592964,0.4623115577889447,5,0,0,A,0,0.4623115577889447,0.0,0
0,1,0,101,0.035,0.5,0.46,5,0,0,PA,0,0.46,0.0,0
0,1,0,50,0.03482587064676617,0.4975124378109453,0.4626865671641791,5,0,0,A,0,0.4626865671641791,0.0,1
0,1,0,102,0.034653465346534656,0.5,0.4603960396039604,5,0,0,PA,0,0.4603960396039604,0.0,0
0,1,0,33,0.034482758620689655,0.4975369458128079,0.4630541871921182,5,0,0,PA,0,0.4630541871921182,0.0,1
0,1,0,103,0.03431372549019608,0.5,0.46078431372549017,5,0,0,A,0,0.46078431372549017,0.0,0
0,1,0,1,0.03902439024390244,0.4975609756097561,0.4634146341463415,5,0,0,PA,0,0.4634146341463415,0.0,1
0,1,0,2,0.038834951456310676,0.49514563106796117,0.46601941747572817,5,0,0,PA,0,0.46601941747572817,0.0,1
0,1,0,3,0.03864734299516908,0.4927536231884058,0.46859903381642515,5,0,0,PA,0,0.46859903381642515,0.0,1
0,1,0,104,0.038461538461538464,0.4951923076923077,0.46634615384615385,5,0,0,PA,0,0.46634615384615385,0.0,0
0,1,0,34,0.03827751196172249,0.49282296650717705,0.4688995215311005,5,0,0,PA,0,0.4688995215311005,0.0,1
0,1,0,105,0.0380952380952381,0.49523809523809526,0.4666666666666667,5,0,0,A,0,0.4666666666666667,0.0,0
0,1,0,106,0.037914691943127965,0.4976303317535545,0.46445497630331756,6,0,0,A,0,0.46445497630331756,0.0,0
0,1,0,107,0.03773584905660377,0.5,0.46226415094339623,6,0,0,A,0,0.46226415094339623,0.0,0
0,1,0,108,0.03755868544600939,0.5023474178403756,0.460093896713615,6,0,0,A,0,0.460093896713615,0.0,0
0,1,0,109,0.037383177570093455,0.5046728971962616,0.45794392523364486,6,0,0,PA,0,0.45794392523364486,0.0,0
0,1,0,110,0.037209302325581395,0.5069767441860465,0.4558139534883721,6,0,0,PA,0,0.4558139534883721,0.0,0
0,1,0,111,0.037037037037037035,0.5092592592592593,0.4537037037037037,6,0,0,PA,0,0.4537037037037037,0.0,0
0,1,0,4,0.03686635944700461,0.5069124423963134,0.45622119815668205,6,0,0,A,0,0.45622119815668205,0.0,1
0,1,0,5,0.03669724770642202,0.5045871559633027,0.45871559633027525,6,0,0,PA,0,0.45871559633027525,0.0,1
0,1,0,1,0.0410958904109589,0.502283105022831,0.4611872146118721,6,0,0,A,0,0.4611872146118721,0.0,1
0,1,0,112,0.04090909090909091,0.5045454545454545,0.4590909090909091,7,0,0,A,0,0.4590909090909091,0.0,0
0,1,0,4,0.04072398190045249,0.502262443438914,0.45701357466063347,7,0,0,,0,0.45701357466063347,0.0,0
0,1,0,113,0.04054054054054054,0.5045045045045045,0.45495495495495497,7,0,0,A,0,0.45495495495495497,0.0,0
0,1,0,114,0.04035874439461883,0.5067264573991032,0.452914798206278,7,0,0,PA,0,0.452914798206278,0.0,0
0,1,0,35,0.04017857142857143,0.5044642857142857,0.45535714285714285,7,0,0,PA,0,0.45535714285714285,0.0,1
0,1,0,5,0.04,0.5022222222222222,0.4533333333333333,7,0,0,,0,0.4533333333333333,0.0,0
0,1,0,115,0.03982300884955752,0.504424778761062,0.45132743362831856,7,0,0,A,0,0.45132743362831856,0.0,0
0,1,0,116,0.039647577092511016,0.5066079295154186,0.44933920704845814,7,0,0,PA,0,0.44933920704845814,0.0,0
0,1,0,36,0.039473684210526314,0.5043859649122807,0.4517543859649123,7,0,0,PA,0,0.4517543859649123,0.0,1
0,1,0,117,0.039301310043668124,0.5065502183406113,0.4497816593886463,7,0,0,A,0,0.4497816593886463,0.0,0
0,1,0,51,0.0391304347826087,0.5043478260869565,0.45217391304347826,7,0,0,PA,0,0.45217391304347826,0.0,1
0,1,0,52,0.03896103896103896,0.5021645021645021,0.45454545454545453,7,0,0,A,0,0.45454545454545453,0.0,1
0,1,0,53,0.03879310344827586,0.5,0.45689655172413796,7,0,0,A,0,0.45689655172413796,0.0,1
0,1,0,54,0.03862660944206009,0.4978540772532189,0.4592274678111588,7,0,0,A,0,0.4592274678111588,0.0,1
0,1,0,55,0.038461538461538464,0.49572649572649574,0.46153846153846156,7,0,0,A,0,0.46153846153846156,0.0,1
0,1,0,56,0.03829787234042553,0.49361702127659574,0.46382978723404256,7,0,0,A,0,0.46382978723404256,0.0,1
